Trivial name|Smiles|Batch No|Conc uM|Relative cell count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster MitoStress|Cluster Na+/K+ ATPase|Cluster Protein synthesis|Cluster Pyrimidine synthesis|Cluster Tubulin|Cluster Uncoupling||
TCS JNK 5a|N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2|3|0.2|63|73.4|0|19.9|71.1|0|73.7|30.7|67.7|26.3|53|57.3|0|90.9|41||
TCS JNK 5a|N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2|3|0.6|54|81|0|21.6|70.2|0|74.9|38.8|64.7|11.6|51.6|64.2|0|85.7|42.9||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1|1|0.2|94|5.4|45.5|0|0|65|0|0|1.2|36.3|0|0|37.9|0|23.2||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc4c(c3)OCO4)n2)cc1|1|2|95|16.4|72.8|0|0|84.8|0|10.6|0|38.4|0|0|69.1|0|0||
|CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1|1|0.2|64|49.6|24.4|1.2|1.5|44.8|0|5.4|23.9|29.5|6.3|0|12.6|16.6|11.9||
|CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1|1|2|59|58.4|27.8|0|32.6|0|34.3|18.8|54.3|43.6|28.8|0|0|33.4|38.4||
|CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1|1|2|102|12.8|65.9|0|0|73.9|0|15|13.1|58.4|0|0|53.5|0|0||
|COc1cc(/C=N/Nc2ncnc3c2cnn3-c2ccccc2)ccc1O|1|2|95|20.9|0|0|85.7|0|85.9|18|70.9|0|57.8|64.7|0|79.2|57.8||
|c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1|1|0.2|85|10.2|33.9|0|0.9|63.4|0|5.7|37.9|74|0|0|20.7|20.9|0||
|c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1|1|2|66|45.8|28.1|0|22.5|15.5|15.7|11.9|35.7|5.6|15.8|0|0|35.7|38.2||
|NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3ccc(-c4cnco4)cc23)cc1|1|0.2|95|7.3|23|30.3|0|88.5|0|0|0|51.3|0|0|62.2|0|0||
|NS(=O)(=O)c1ccc(/N=N/c2c(O)[nH]c3ccc(-c4cnco4)cc23)cc1|1|2|76|23.8|45.3|34|0|95.7|0|7|0|26.5|0|0|75.5|0|0||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1|1|2|108|5.7|47.3|0|0|73.6|0|22.9|5.5|69.8|0|0|61.9|0|0||
|NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1|1|2|101|6.6|0|5.4|70.9|0|68.2|8.1|44.5|0|53.2|65.7|0|70.4|34.2||
|Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1|1|2|94|7.8|48.1|0|0|65.5|0|0|0|0|0|0|30.5|0|2.6||
|COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1|1|2|96|23.8|0|0|55.7|0|54.8|34.3|64.2|68.3|16.9|38.3|0|62.7|29||
|CC1(C)CC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC(C)(C)N1|1|2|94|12.4|58|19|0|93|0|0|0|43.4|0|0|73.8|0|0||
|COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1|1|2|99|14.3|47.5|0|0|51.1|0|0|0|0|0|0|53.9|0|0||
|CCN1CCC(C(=O)Nc2[nH]nc3nnc(-c4cccc(F)c4F)cc23)CC1|1|0.2|104|6.7|0|0|55.7|0|48.2|7.9|38.8|30.8|46.9|37.2|0|65.1|27.4||
|CCN1CCC(C(=O)Nc2[nH]nc3nnc(-c4cccc(F)c4F)cc23)CC1|1|2|101|55.1|0|2.7|67.2|0|61.7|12|59|32.9|50.7|56.4|0|77.5|41.2||
|CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1|1|2|92|29|53.8|0|0|38.6|7|0|1.2|0|5.7|0.3|25.3|0|27.1||
|COc1cc2ncn(-c3cc(O[C@@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC|1|2|72|45.3|0|18.7|71.8|0|74.3|7.5|70.2|28.5|65.6|54.7|0|81.3|41.6||
|CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1|1|2|100|6|6.3|0|52.4|0|49.6|17.6|75.8|63.2|29.3|12.4|0|58.3|43||
|COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)ccc2[nH]1|1|2|94|6.9|0|0|62.8|0|62.3|36.4|60.4|24.6|26.9|63.8|0|70.6|51.7||
|Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C|1|2|93|9.2|34.2|1.9|0|63.6|0|34.2|31.6|69.7|0|0|35.3|17.2|0||
|CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1|1|2|93|39.6|80.2|0|0|60.6|0|42.7|0|21.9|0|0|59.1|0|0||
|CCN1CCC(CC(=O)Nc2[nH]nc3nnc(-c4cccc(F)c4F)cc23)CC1|1|2|100|47|0|0|75.5|0|70.6|0|61.8|8.4|58.8|55.1|0|79.4|46.9||
|Nc1nc(-c2cccc(Cl)c2)c(-c2ccc3ncccc3n2)s1|1|2|94|6.7|0|15.2|48.5|0|54.5|15.3|20.3|0|49.9|43.3|0|49.1|28.2||
|CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(N(C)C)cc4)c3)cc21|1|0.2|96|10.2|35.2|0|13.8|29.6|21.1|13|38.1|23.9|8.7|10.9|5.8|19.8|37.3||
|CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(N(C)C)cc4)c3)cc21|1|2|90|52.8|0|0|66.4|0|76.4|10.3|61.8|5.7|57.1|44.1|0|57.6|52.4||
|NS(=O)(=O)c1ccc(/N=C\c2c(O)[nH]c3ccc4ncsc4c23)cc1|1|0.2|95|9.2|29.4|39.8|0|90.1|0|17.8|0|33.5|0|0|74.8|0|0||
|NS(=O)(=O)c1ccc(/N=C\c2c(O)[nH]c3ccc4ncsc4c23)cc1|1|2|71|45.1|51.2|22.6|0|82.6|0|16|0|18|0|0|86.7|0|0||
|NS(=O)(=O)c1ccc(/N=C\c2c(O)[nH]c3ccc4ncsc4c23)cc1|2|2|90|7.4|24|36.4|0|84.7|0|0|0|1.2|0|0|55|0|0||
|CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1|1|2|95|27.1|0|1.8|77.7|0|75.1|0|67.7|14|61.5|55.1|0|81.7|41||
|COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1|1|2|95|15.2|5.3|0|57.4|0|57.9|7.6|86.3|41|25.9|22.6|0|44.9|34.7||
|CCn1c(-c2nonc2N)nc2cncc(C(=O)NCCNC)c21|1|2|94|20.7|40.6|0|2.3|27.2|21|15.4|19.9|3.7|6.6|16.5|10|0|30.9||
|COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1|1|2|98|8.5|0|0|82.9|0|72|19.7|62.3|10.3|45|66.5|0|80.7|59.5||
|Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1|1|2|87|35.8|59.1|20.5|0|80.2|0|0|0|29.9|0|0|84.8|0|0||
|CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21|1|2|89|16.2|46.2|0|0|35|0|14.6|0|10|0.6|0|32.9|0|17.4||
|CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1|1|0.2|100|12.6|63|0|0|31.7|0|13.5|0|45.1|0|0|50.9|0|0||
|CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1|1|2|96|33.2|36.2|0|37.3|0|50.6|19.6|73.4|25.5|7.9|12.9|0|25.3|39.3||
|O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1cc(Br)c(O)c(Br)c1|1|2|98|19|0|0|84|0|79.3|0|81.8|2.3|56.4|61.3|0|73.6|66.2||
GSK180736A|CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)NC(=O)N1|1|0.2|102|7.3|0|0|0|4.6|0|0|4.4|29.9|0|0|26.4|0|0||
|O=C(Nc1[nH]nc2nnc(-c3cccnc3)cc12)C1CC1|1|0.2|107|22.8|0|3.9|59.2|0|52.7|11.7|50.4|30.5|40.3|38.4|0|71.6|30.2||
|O=C(Nc1[nH]nc2nnc(-c3cccnc3)cc12)C1CC1|1|2|83|77.5|0|2|74.3|0|71.7|12.8|67|35.3|51.2|68.1|0|81.4|48.3||
|CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1|1|0.2|92|8.3|0.1|0|0|3|0|0|6.6|0|4|0|18.1|0|0||
|COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC|1|2|96|5.7|48.7|19.8|0|88|0|0|0|22.3|0|0|66.7|0|0||
|Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12|1|2|91|77.5|0|0|83.7|0|84.3|29.1|74.6|5.7|52.4|58.9|0|82.9|52.3||
|c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCn4ccnc4)cc3)c2)nc1|1|0.2|93|9|0|2.6|62.4|0|65.5|0|32.4|0|53.1|46.4|0|59.1|32.6||
|COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1|1|0.2|99|10.2|0|0|70.8|0|68|0|64.1|0|59.9|40.6|0|65.4|37.6||
|COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1|1|2|93|73.4|0|0|84|0|79.2|25.1|91.4|28.8|45|62|0|80.8|59.4||
|CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1|1|2|78|41.3|16|0|51.2|17.2|39.8|4.9|73.1|64.7|24.1|16.1|0|64.6|50.2||
|CC1=C(C(=O)Nc2ccc3[nH]nc(C)c3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1|1|2|92|22.6|67|0|0|56.3|0|4.8|6|9.6|0|0|41.3|0|13.3||
|CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1|1|2|100|6|9.5|0|40.6|0|45.6|0|64.5|15.7|22.5|3.4|0|26.9|23.5||
|COc1cccc(-c2c[nH]c3c(N/N=C/c4ccncc4)ncnc23)c1|1|2|87|39.2|0|0|71.3|0|66.9|10.4|83.6|25.8|36.7|51.3|0|74.1|45.7||
|CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(N(C)c3ccc4c(C)[nH]nc4c3)n2)c1|1|2|98|7.3|0|0|68.4|0|67.5|37.6|62.7|32.3|32.8|58.5|0|67.7|57.7||
|CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)[nH]2)cc1|1|0.2|92|5|0|0|58.5|0|55.5|0|68|18.7|40|21|0|61.7|36.2||
|CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)[nH]2)cc1|1|2|98|40.4|0|0|75.3|0|75.2|0|89.2|3.4|42.6|47.4|0|69.2|48.9||
|CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1|1|2|100|12.1|71.8|0|0|62.2|0|11|0|12.3|0|0|53.5|0|7.8||
|COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2|1|2|100|16.2|12.5|0|60.4|0|62.2|33.3|83.8|61.6|16.2|43.5|0|51.4|50.4||
|N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1|1|2|82|24.7|0|3.5|69.9|0|68.8|19.8|61.8|22|53.5|49.8|0|91.9|50.2||
|O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F|1|2|101|10.7|15.5|0|29.2|0|29|28.4|61.5|35.2|0|4.2|0|30.2|12.3||
|COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC|1|2|90|18.3|37.1|0|20.2|0|14.8|65|33.3|54.2|0|37.7|0|40.2|47.9||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(F)c3)n2)cc1|1|2|99|9.3|52|0|0|63|0|34.6|22.5|71.4|0|2|38.1|1|6||
|NS(=O)(=O)c1ccc(/N=N\c2c(O)[nH]c3ccc(C(=O)NCCc4c[nH]cn4)cc23)cc1|1|2|101|14.5|0|0|84.5|0|77.2|0|77.9|0|42.4|63.9|0|70.3|66.6||
|COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O|1|0.2|107|6.2|55.4|5.5|0|60.8|0|41.8|0|64.7|0|0|68.4|0|0||
|COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O|1|2|106|37.1|80.1|0|0|28.1|0|43.3|10.5|26|0|0|37.8|0|17.2||
|OCc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1|1|2|102|5.2|0|0|64.3|0|65.7|0|40.7|4.9|60.8|40.1|0|60.8|26.1||
|CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(C(C)=O)c3)o2)c1|1|2|106|5.7|0|0|80|0|73.1|0.1|69.8|20.6|39|51.2|0|73.9|51.3||
|O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1|1|2|100|15.4|0.5|3.6|1.5|0|3.1|40.1|30.2|63.7|0|0|14.2|4.7|0||
|CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1|1|2|98|14.9|3.9|0|49.5|0|49.8|1.2|85|29.4|16.4|5.1|0|43.8|28.6||
|CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1|1|2|101|9.8|0|0|52.2|0|51.1|20.2|82.3|57.9|19.6|4|0|56.3|27.2||
|N#Cc1ccc2c(-c3ccnc(NC4CC4)n3)c(-c3ccc(F)cc3)nn2c1|1|2|96|9.8|55.2|0.4|0|78.6|0|0|0|16.4|0|0|66.4|0|0||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1|1|2|96|7.3|51.9|3.9|0|71.2|0|41|4.7|69.9|0|0|55.7|0|0||
|COC(=O)c1ccc2c(c1)/C(=C/c1cc(Br)c(O)c(Br)c1)C(=O)N2|1|2|104|24.9|0|0|89.1|0|85.1|0|80.8|8.1|49|64|0|77.6|56.6||
|C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl|1|2|60|62.3|0|44.6|46.1|0|61.3|32.9|67.4|37.2|29.9|31.4|0|54.9|5.3||
|COC(=O)c1cncc(/C=C/c2c(C)cc(O)cc2C)c1|1|2|101|11.2|0|0|64.6|0|66.5|3.8|50.4|0|38.9|34.1|0|47.8|28.2||
|NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1|1|2|88|19.7|33|0|0|31.5|8.2|22.9|26.3|33.4|0|0|28.5|0|9.4||
|Fc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1|1|2|92|8.3|64.4|0|0|76.2|0|1.9|0|37.9|0|0|54.8|0|0||
|O=S1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1|1|2|103|6.7|25.9|0|15.3|17.8|9.6|42.2|41.1|77.2|0|16.6|4|29.8|18.2||
|COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1|1|0.2|82|24.2|25|0|6.9|15.4|25.7|23.8|22.3|0|22.7|13.5|6.1|7.8|29.7||
|COc1ccc(C[C@@H](CN)NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)cc1|1|2|67|45.8|0|9.2|32.6|0|45.8|14.1|33.5|8.1|43.6|20.4|0|32.5|16.1||
|Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1|1|0.2|106|14.5|0|0|63.2|0|65.3|0|47.7|0|65.5|25.2|0|58.2|20.4||
|Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1|1|2|104|16.4|0|0|63.7|0|68.6|0|33.8|0|67.1|35.5|0|48.5|27.7||
|COc1cccc2c(-c3ccncc3)c(-c3ccc(F)cc3)nn12|1|0.2|97|11.2|0|15.8|31.7|0|41.3|0|34.5|0|39.8|0|0|19|0||
|CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)Nc3ccccc3)CC[C@H]2C)n1|1|2|95|15|75.1|0|0|47.3|0|2.8|2.7|0|0|0|40.5|0|18.9||
|O=C(Nc1[nH]nc2nc(-c3ccc(O)cc3)ccc12)C1CC1|1|2|90|27.1|0|52.7|14.7|41.5|9.9|8|27.9|46.3|0|3.5|0|53.5|0||
|Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccoc3)cc12|1|2|92|41.3|80.3|7.1|0|74.8|0|30.6|0|17.4|0|0|67.3|0|0||
|COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)ccc2[nH]1|1|0.2|105|7.8|35.1|0|11.3|20|3.4|16.5|34.9|15.6|0|0|0|31.9|24.9||
|Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(CC(F)(F)F)CC2)n1|1|2|101|9.7|58.5|12.6|0|92.8|0|0|0|37|0|0|80.3|0|0||
|C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl|1|0.2|67|25.6|0|42.4|42.2|1.2|43.8|3.9|53.5|33.5|37.5|25.9|0|67.2|11.5||
|C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl|1|2|56|24.2|10.3|66.8|0|67.1|0|35.1|0|32.4|0|0|44|0|0||
|CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1|1|0.2|87|16.9|27.3|0|49.1|7.5|39.3|19.7|59.2|31|26.1|22|0|66.4|73.3||
|CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1|1|2|83|75.3|0|0|87.2|0|85.4|16.3|80.3|9.5|62.8|60.9|0|87.9|51.4||
"Doramapimod; BIRB-796"|Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1|4|10|85|22.6|64.7|0|0|70.9|0|17.7|12.5|55.4|0|0|58.7|0|0||
"Doramapimod; BIRB-796"|Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1|4|30|88|47.2|45.9|0|25.5|28.6|28.1|29.5|70.7|43.1|0|5.5|0|27.6|36.6||
"Doramapimod; BIRB-796"|Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1|4|50|78|58.9|27.1|0|45.4|3.6|45.7|30.9|82.8|49.1|0|24|0|44.7|46.6||
GSK2593074A|Cn1cc(-c2cnc(N)c3c(-c4ccc5c(c4)CCN5C(=O)Cc4ccccc4)csc23)cn1|1|2|99|8.3|44|17.7|0|59.6|0|44.3|0|50.1|0|0|77|0|0||
|Cc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl|1|2|100|10.7|18.8|0|63.5|0|59.3|0|73.3|18.2|28.8|42.4|0|57.5|69.6||
|O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c(C3CC3)nn12|1|2|104|15.5|19.8|0|50.9|0|58.4|0|71.3|0|28.1|21|0|39.7|50.4||
|O=c1cc(N2CCOCC2)nc2n(Cc3cccc(F)c3)ccn12|1|0.2|102|5.4|0|0|36.5|14|35.1|17.5|55.7|52.1|26.7|22.1|0|54.6|37.7||
|CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(F)(F)F)ccc34)n2)CC1|1|2|88|9|1|0|55.3|0|53.9|17.7|81.8|68.3|22.6|32.5|0|61.8|49.1||
|CC(C)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1|1|2|95|83.9|0|0|91.9|0|90.7|12.7|81.9|0.3|59.8|68.8|0|84.7|64.3||
|CCn1c(-c2nonc2N)nc2c(-c3ccccc3)ncc(OCCCN)c21|1|2|100|9.7|72.7|0|0|55.5|0|30.4|38.6|49.1|0|0|30.4|0|28.2||
|COc1ccc(C2=NC(C)=C(C(=O)Nc3ccc4[nH]ncc4c3)C(c3ccc(Cl)cc3F)N2)cn1|1|2|92|8.8|57.6|0|0|47.7|0|17.8|2.8|11.2|0|9.2|34.6|0|30.3||
|CCNc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(C)CC2)n1|1|2|94|12.4|18.2|0|7.9|48.3|0|15.4|46.2|78.5|0|0|15.2|21.1|0||
|CCN1CCN(CCCC(=O)Nc2[nH]nc3nc(-c4ccc(O)cc4)c(Br)cc23)CC1|1|2|101|23.8|0|20.1|49|0|43.8|0|45.7|40.2|44|26.6|0|68.9|14.1||
|Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)ccc1Cl|1|2|96|25|0|0|83.1|0|75.2|2.6|83.6|18.4|40.8|61|0|80.6|63.5||
|CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C|1|2|90|7.6|11|19.4|0|62.9|0|0|25.3|56|0|0|14.6|18.7|0||
PD153035 (Hydrochloride)|COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC|1|2|99|5.4|77.2|0|0|72|0|2.7|0|20.1|0|0|63.4|0|0||
|NCC(NC(=O)c1cc(-c2cn[nH]c2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1|1|0.2|97|7.9|59.5|0|0|56.6|0|26.7|0|15|0|0|50.8|0|3||
|NCC(NC(=O)c1cc(-c2cn[nH]c2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1|1|2|77|30.1|42.4|0|0|64.6|0|25.3|0|43.9|0|0|41.2|2.1|9.3||
|NCC(NC(=O)c1cc(-c2ccccc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1|1|2|93|7.6|66.3|0|0|66.7|0|20.5|6.9|37.6|0|0|58.1|0|2.5||
|Cc1cccc(-c2cc(Nc3ccncc3)c3ccccc3n2)n1|1|2|96|12.4|0|0|62.2|0|62.3|2.1|39.3|0|62.6|42.1|0|61.4|33.5||
|CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1|1|0.2|92|9.2|66|0|0|69|0|44.2|0|22|0|0|48.7|0|7||
|CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1|1|2|67|45.6|64.1|0|0|51.2|0|17.1|8.6|31.1|0|0|36.8|0|8.1||
|COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(F)ccc4F)cc3)ccc2[nH]1|1|2|77|25.7|0|0|77.9|0|71.2|28.2|75.8|36|49.6|52.3|0|91.8|53.6||
|C[C@@H]1CC[C@H](C(=O)NC2CCCCC2)CN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1|1|2|96|6.2|82|0|0|75.2|0|26.3|0|43.6|0|0|64.6|0|3.4||
|CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1|1|0.2|90|15.5|0|0|80.3|0|76.2|10.3|80|10.4|52|57|0|79.5|63.1||
|CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1|1|2|93|69.4|0|0|90.1|0|85.1|19.7|75.3|0|59.8|72.7|0|88.8|63.2||
GSK2606414|Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21|2|2|100|6.7|47.8|0|11.2|0|12.7|57.7|30.5|29.4|0|22.1|0|13.1|32.9||
GSK2606414|Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21|2|6|92|28.8|57.5|0|0|6.7|0|52.9|17|53.4|0|0|31.8|1.8|10.2||
GSK2606414|Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21|2|10|98|38.5|43.4|0|7.4|0.8|0.7|51.8|39.9|59.7|0|0|14.3|22.3|14.1||
|CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl|1|2|101|7.6|22.8|0|48.7|0|50.5|14.6|75.1|20.6|0.6|8.9|0|40.8|40.1||
|NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]ccc23)cc1|1|2|101|6.2|76.2|0|0|68.9|0|0|0|17.4|0|0|58.7|0|9.6||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1|1|0.2|96|9.8|67.7|8|0|76.9|0|12.6|0|36.8|0|0|67.4|0|0||
|Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1|1|2|88|28.3|54.7|0|0|46.8|0|52|0|39.5|0|0|57.1|0|0||
