Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
SB216763|1|10.0|Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21|94|26.1|0.0|7.5|34.0|22.1|19.1|0.0|41.4|9.9|7.2|0.0|49.5|16.7
SB216763|1|30.0|Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21|80|67.5|0.0|7.8|51.3|0.0|43.6|31.0|57.6|18.7|43.2|0.0|73.4|32.0
SB 415286|1|10.0|O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1|94|18.7|74.7|0.0|0.0|89.5|0.0|0.0|0.0|0.0|0.0|75.7|0.0|0.0
SB 415286|1|30.0|O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1|81|30.1|46.6|33.1|0.0|79.8|0.0|16.6|0.0|0.0|0.0|58.5|0.0|0.0
Albuterol hemisulfate, Salbutamol hemisulfate|1|10.0|CC(C)(C)NCC(O)c1ccc(O)c(CO)c1|107|5.4|6.1|0.0|56.0|0.0|49.0|17.1|68.7|24.0|39.8|0.0|56.8|47.2
Albuterol hemisulfate, Salbutamol hemisulfate|1|30.0|CC(C)(C)NCC(O)c1ccc(O)c(CO)c1|85|19.3|0.0|0.0|56.5|0.0|49.8|26.4|67.2|20.3|50.3|0.0|68.9|44.6
Salmeterol (xinafoate)|1|1.0|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O|103|7.8|6.5|0.0|69.9|0.0|59.2|19.6|76.8|16.9|51.2|0.0|71.2|59.1
Salmeterol (xinafoate)|1|3.0|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O|102|15.9|0.0|0.0|76.1|0.0|70.0|22.0|84.3|24.8|47.7|0.0|71.5|48.9
Salmeterol (xinafoate)|1|10.0|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O|95|57.9|0.0|0.0|84.7|0.0|81.3|15.2|93.1|42.2|51.9|0.0|75.0|59.7
SB 222200|1|30.0|CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1|97|23.7|20.0|0.0|15.9|0.0|11.7|56.4|37.2|0.0|11.7|0.2|33.7|13.2
SKF 95282 dimaleate, Zolantidine|1|10.0|c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1|96|48.7|0.0|0.0|82.2|0.0|79.5|9.8|93.9|43.5|51.4|0.0|69.6|51.7
SP600125,  Anthrapyrazolone|1|10.0|O=C1c2ccccc2-c2n[nH]c3cccc1c23|95|9.2|71.0|0.0|0.0|41.8|0.0|48.3|10.3|0.0|10.8|25.5|0.0|33.4
SP600125,  Anthrapyrazolone|1|30.0|O=C1c2ccccc2-c2n[nH]c3cccc1c23|64|20.7|52.8|38.0|0.0|59.1|0.0|58.6|0.0|0.0|8.8|40.8|0.0|0.0
SP600125,  Anthrapyrazolone|2|10.0|O=C1c2ccccc2-c2n[nH]c3cccc1c23|95|27.3|82.1|0.0|0.0|71.9|0.0|25.9|0.0|0.0|0.0|53.2|0.0|19.5
SP600125,  Anthrapyrazolone|5|10.0|O=C1c2ccccc2-c2n[nH]c3cccc1c23|101|9.8|76.3|0.0|0.0|51.1|0.0|40.0|1.8|0.0|5.5|33.8|0.0|36.6
Sanguinarine chloride|3|1.0|C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3|71|36.3|10.8|0.0|6.7|26.3|4.4|28.1|27.4|6.4|25.0|0.7|21.1|0.0
Sertraline hydrochloride|1|10.0|CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21|103|56.1|0.0|0.0|79.7|0.0|75.1|8.6|94.8|36.5|48.9|0.0|69.7|53.8
SB 202190|1|30.0|Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1|91|28.7|33.2|0.0|29.0|6.3|30.8|42.9|73.3|0.0|3.4|0.0|38.7|31.0
SB 202190|2|10.0|Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1|100|18.8|23.0|0.0|43.2|0.0|48.0|38.2|75.7|0.0|7.0|0.0|39.5|37.0
SB 269970 hydrochloride|1|30.0|CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1|88|19.2|0.0|0.0|32.2|0.0|33.2|31.9|57.8|0.0|18.7|0.0|43.5|9.9
Spiperone hydrochloride, R 5147 hydrochloride, Spiroperidol hydrochloride|1|30.0|O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1|94|38.9|0.0|0.0|79.2|0.0|74.4|33.5|78.6|44.4|61.6|0.0|85.0|61.2
SKF-96365|1|3.0|COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1|79|30.7|6.2|0.0|60.1|0.0|53.3|36.0|53.0|36.5|56.6|0.0|88.0|68.1
SKF-96365|1|10.0|COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1|53|72.9|0.0|0.0|81.0|0.0|83.9|24.3|65.2|65.1|60.4|0.0|90.0|49.0
SB 205384|1|30.0|CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3|76|50.4|0.0|0.0|72.5|0.0|69.6|16.6|67.1|44.2|64.7|0.0|78.4|38.5
Semaxinib|1|10.0|Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1|98|10.5|45.4|0.0|40.9|0.0|32.8|36.2|63.3|1.3|22.1|0.0|50.8|55.3
Semaxinib|1|30.0|Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1|99|24.5|70.7|0.0|0.0|18.8|0.0|31.9|23.4|0.0|0.0|18.5|1.6|29.9
(-)-Scopolamine methyl bromide, Hyoscine methyl bromide|1|10.0|C[N+]1(C)C2CC(OC(=O)[C@H](CO)c3ccccc3)CC1C1OC12|92|7.6|0.6|0.0|51.7|0.0|47.5|33.5|59.3|20.6|38.0|0.0|56.4|45.4
(-)-Scopolamine methyl bromide, Hyoscine methyl bromide|1|30.0|C[N+]1(C)C2CC(OC(=O)[C@H](CO)c3ccccc3)CC1C1OC12|99|10.4|0.0|0.0|74.4|0.0|65.6|25.6|79.2|27.4|48.4|0.0|77.4|53.1
SU 4312|1|10.0|CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1|94|19.3|14.3|0.0|59.5|0.0|54.7|43.5|67.6|21.5|34.5|0.0|69.5|64.3
SU 4312|1|30.0|CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1|79|80.3|0.0|0.0|78.1|0.0|75.5|40.8|74.8|39.7|64.1|0.0|86.1|53.7
SR 59230A oxalate|1|10.0|CCc1ccccc1OC[C@@H](O)CN[C@H]1CCc2ccccc2C1|102|52.5|0.0|0.0|74.3|0.0|69.8|17.8|88.6|28.3|40.7|0.0|67.4|48.5
SB 218795|1|10.0|COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1|93|5.0|0.0|0.0|46.8|0.0|40.8|19.8|61.8|19.6|20.6|0.0|56.6|26.9
SB 218795|1|30.0|COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1|100|32.6|0.0|0.0|41.3|0.0|44.9|40.1|63.5|3.2|27.1|0.0|49.4|17.9
SKF89976A (hydrochloride)|1|30.0|O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1|94|5.0|0.0|0.0|48.4|0.0|51.6|31.3|59.7|23.8|29.6|0.0|51.7|14.5
SU6656|1|2.0|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2|101|9.5|36.3|25.0|0.0|53.4|0.0|15.1|0.0|0.0|0.0|59.0|0.0|0.0
SU6656|1|10.0|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2|59|57.2|0.0|76.3|17.4|0.0|23.2|7.8|28.9|6.5|11.8|0.0|40.3|0.0
SU6656|1|30.0|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2|58|81.2|0.0|28.5|69.9|0.0|73.5|37.3|72.0|43.9|58.8|0.0|84.3|30.3
Trifluperidol hydrochloride, R 2498 hydrochloride, Triperidol hydrochloride|1|10.0|O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1|91|35.8|0.0|0.0|75.1|0.0|73.3|18.1|96.4|26.1|50.4|0.0|68.2|45.0
Trifluperidol hydrochloride, R 2498 hydrochloride, Triperidol hydrochloride|1|30.0|O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1|95|84.6|0.0|0.0|73.7|0.0|72.9|24.3|86.2|29.8|52.2|0.0|71.5|46.6
3-Tropanyl-indole-3-carboxylate hydrochloride, Navoban, Tropisetron|1|30.0|CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2|91|24.5|0.0|0.0|79.5|0.0|77.0|21.7|81.6|40.6|59.8|0.0|74.8|53.1
Tracazolate|1|30.0|CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC|93|24.7|0.0|0.0|30.2|0.0|26.3|47.7|43.7|4.5|17.9|0.0|42.2|5.7
Tyrphostin A9|1|10.0|CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O|73|47.5|9.5|0.0|66.2|0.0|66.8|17.3|40.5|49.6|57.7|0.0|55.1|87.1
Tyrphostin A9|1|30.0|CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O|70|79.3|0.0|0.0|87.4|0.0|84.4|22.5|75.8|54.5|72.1|0.0|82.5|82.2
Tyrphostin A9|3|2.0|CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O|102|5.4|31.6|0.0|53.9|0.0|52.0|28.7|42.3|29.3|50.1|0.0|43.9|83.0
Tyrphostin AG 879|1|10.0|CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O|88|22.5|43.0|0.0|44.8|0.4|34.6|18.9|37.9|25.3|36.9|0.0|55.2|88.8
Tyrphostin AG 879|1|30.0|CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O|78|51.1|9.9|0.0|68.1|0.0|67.0|23.7|43.6|48.2|65.0|0.0|61.8|91.2
Tetraethylammonium (chloride)|1|30.0|CC[N+](CC)(CC)CC|104|11.7|1.0|3.6|11.1|23.6|8.9|32.0|21.2|6.0|34.2|0.0|34.7|28.5
AG-490|1|30.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1|90|10.4|60.4|8.5|0.0|83.8|0.0|16.6|0.0|0.0|0.0|69.7|0.0|0.0
TTNPB|1|30.0|C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C|101|9.5|0.0|0.0|44.6|0.0|41.0|25.0|40.5|12.3|50.5|0.0|50.4|39.4
AG-494|1|30.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1|86|13.1|59.2|0.0|0.0|75.7|0.0|23.4|0.3|0.0|0.0|49.0|6.8|27.0
N-p-Tosyl-L-phenylalanine chloromethyl ketone, TPCK|1|30.0|Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1|64|40.4|38.8|45.9|0.0|85.5|0.0|7.1|0.0|0.0|0.0|81.8|0.0|0.0
Tyrphostin AG 527, Tyrphostin B44|1|30.0|C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1|82|28.0|34.7|17.5|0.0|69.2|0.0|16.9|0.0|0.0|0.0|46.0|0.0|0.0
AG 555|1|10.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1|91|6.2|9.5|0.0|0.0|0.0|6.4|24.6|0.0|0.0|11.3|6.4|0.0|9.0
AG 555|1|30.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1|85|14.0|39.6|36.5|0.0|83.2|0.0|25.6|0.0|0.0|0.0|72.6|0.0|0.0
Tyrphostin AG 698, Tyrphostin B52|1|30.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1|97|15.4|53.8|11.3|0.0|83.8|0.0|37.4|0.0|0.0|0.0|62.5|0.0|0.0
Tyrphostin AG 808|1|30.0|N#C/C(=C\c1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1|87|15.7|39.1|16.7|0.0|86.7|0.0|12.1|4.3|0.0|0.0|58.5|0.0|0.0
Tyrphostin AG 835, Tyrphostin B50|1|30.0|C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1|85|10.0|54.3|15.9|0.0|87.3|0.0|17.9|0.0|0.0|0.0|72.0|0.0|0.0
Tulobuterol (hydrochloride)|1|10.0|CC(C)(C)NCC(O)c1ccccc1Cl|102|7.1|0.0|0.0|78.0|0.0|76.1|22.7|79.0|33.6|48.4|0.0|75.6|46.8
Tulobuterol (hydrochloride)|1|30.0|CC(C)(C)NCC(O)c1ccccc1Cl|107|12.8|0.0|0.0|49.2|0.0|45.8|17.9|61.4|14.5|17.2|0.0|50.4|21.0
Triamcinolone, Fluoxyprednisolone|1|10.0|C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO|103|8.3|61.4|6.7|0.0|72.6|0.0|0.0|0.0|0.0|0.0|86.5|0.0|0.0
F3|1|30.0|CC(COc1ccc(/C=C/c2ccccc2)cc1)[N+](C)(C)C|103|7.4|0.0|0.0|40.5|0.0|46.2|26.4|48.5|24.4|13.2|0.0|45.0|0.0
Taxol, Paclitaxel.|1|30.0|CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C|58|53.2|7.6|39.0|10.6|0.0|23.0|73.0|32.2|5.9|31.8|0.0|48.7|13.5
Taxol, Paclitaxel.|4|10.0|CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C|51|58.2|0.0|39.2|15.0|0.0|25.3|60.4|22.0|10.4|47.6|0.0|50.0|10.9
Tyrphostin 51|1|30.0|N#CC(C#N)=C/C(N)=C(/C#N)c1cc(O)c(O)c(O)c1|81|6.4|7.5|57.8|0.0|68.2|0.0|8.4|0.0|0.0|0.0|50.3|0.0|0.0
Tyrphostin AG 538|1|30.0|N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1|87|7.6|27.7|33.4|0.0|53.2|0.0|24.2|0.0|0.0|0.0|58.7|0.0|0.0
Tomoxetine|1|30.0|CNCCC(Oc1ccccc1C)c1ccccc1|88|28.3|0.0|0.0|71.4|0.0|72.1|15.8|88.5|29.1|46.5|0.0|63.7|39.6
3-Tropanyl-3,5-dichlorobenzoate|1|10.0|CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2|89|35.8|0.0|0.0|86.4|0.0|83.3|2.7|88.1|45.4|58.7|0.0|76.3|55.3
3-Tropanyl-3,5-dichlorobenzoate|1|30.0|CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2|99|79.6|0.0|0.0|83.5|0.0|81.2|20.1|88.6|43.4|64.5|0.0|77.4|57.3
Sodium Taurocholate|1|30.0|C[C@H](CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(C[C@H](O)C21C)C1(C)CC[C@@H](O)CC1C[C@H]3O|87|6.4|0.0|0.0|61.8|0.0|60.7|31.9|66.3|29.6|57.6|0.0|65.9|36.6
U-69593|1|30.0|CN(C(=O)Cc1ccccc1)[C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1|103|30.1|0.0|0.0|48.9|0.0|49.7|30.1|74.1|11.1|21.2|0.0|54.2|17.6
U-62066, Spiradoline mesylate|1|30.0|CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1|96|69.4|0.0|0.0|65.0|0.0|66.9|32.2|81.4|22.3|47.6|0.0|66.6|41.1
(-)-cis-(1S,2R)-U-50488 tartrate|1|30.0|CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1|104|52.8|0.0|0.0|75.0|0.0|73.4|17.9|96.2|32.9|42.5|0.0|63.9|42.8
S(-)-UH-301 hydrochloride|1|30.0|CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1|98|17.8|0.0|0.0|36.9|0.0|37.9|26.0|64.0|3.2|18.7|0.0|48.6|7.5
(-)-trans-(1S,2S)-U-50488 hydrochloride|1|30.0|CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1|92|61.8|0.0|0.0|70.9|0.0|68.6|28.5|88.5|23.9|49.7|0.0|69.0|51.4
U-101958 maleate|1|30.0|CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1|99|27.5|0.0|0.0|54.1|0.0|57.7|29.8|76.9|12.0|36.0|0.0|55.9|22.8
U0126|1|30.0|N#CC(=C(\N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N|94|6.9|39.7|0.0|0.0|65.1|0.0|45.8|6.9|0.0|0.0|48.9|0.0|0.7
U-75302|1|30.0|CCCCC/C=C\CC(O)/C=C/c1cccc(CC(O)CCCCO)n1|73|43.9|0.0|16.5|21.5|34.5|13.6|40.1|42.3|0.0|25.4|0.0|54.5|8.1
U-74389G maleate|1|10.0|C[C@]12C=CC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)[C@@H](C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CC[C@@H]12|91|32.8|0.0|0.0|68.8|0.0|67.5|14.8|91.4|32.6|36.0|0.0|62.1|35.3
U-74389G maleate|1|30.0|C[C@]12C=CC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)[C@@H](C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CC[C@@H]12|85|77.9|0.0|0.0|70.5|0.0|68.7|24.5|88.9|28.0|46.5|0.0|69.6|46.6
U-73122|1|10.0|COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2NCCCCCCN1C(=O)C=CC1=O|90|28.7|0.0|0.0|76.4|0.0|73.6|0.0|80.5|42.5|51.0|0.0|71.8|45.8
U-73122|1|30.0|COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2NCCCCCCN1C(=O)C=CC1=O|78|70.3|0.0|0.0|72.3|0.0|69.9|8.9|84.0|43.9|49.3|0.0|73.6|39.8
Vinblastine sulfate salt, VLB|1|0.01|CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1|53|56.6|0.0|1.5|74.7|0.0|77.3|26.5|55.7|60.6|71.0|0.0|91.0|55.8
VER-3323 hemifumarate salt|1|10.0|C[C@H](N)CN1CCc2ccc(Br)cc21|103|8.5|0.0|0.0|80.4|0.0|73.8|7.0|87.5|32.0|60.3|0.0|69.1|55.6
VER-3323 hemifumarate salt|1|30.0|C[C@H](N)CN1CCc2ccc(Br)cc21|91|59.1|0.0|0.0|76.7|0.0|71.7|22.0|89.1|27.9|56.7|0.0|73.0|56.0
Vancomycin hydrochloride from Streptomyces orientalis, Cancocin hydrochloride|1|10.0|CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O|97|5.4|0.0|0.0|60.5|0.0|61.2|19.3|51.7|34.3|36.0|0.0|40.0|45.9
Vincristine sulfate, VCR|1|0.01|CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1|59|40.4|0.0|4.6|70.1|0.0|71.9|34.7|56.5|53.0|68.5|0.0|92.7|54.8
( R)-(+)-WIN 55,212-2 mesylate|1|10.0|Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3|72|53.2|0.0|0.0|67.5|0.0|63.4|30.3|51.3|47.3|56.2|0.0|64.9|74.1
( R)-(+)-WIN 55,212-2 mesylate|1|30.0|Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3|64|79.8|0.0|0.0|71.2|0.0|73.2|43.0|51.9|54.6|65.9|0.0|74.2|68.5
WIN 62,577|1|10.0|C[C@]12CCC3C(CCC4=Cc5nc6nc7ccccc7n6cc5C[C@@]43C)[C@@H]1CC[C@@]2(O)C#N|99|16.8|0.0|0.0|36.6|0.0|47.1|49.9|47.8|17.1|17.0|0.0|40.8|6.2
WIN 62,577|1|30.0|C[C@]12CCC3C(CCC4=Cc5nc6nc7ccccc7n6cc5C[C@@]43C)[C@@H]1CC[C@@]2(O)C#N|87|39.0|0.0|0.0|44.0|0.0|49.0|39.2|63.3|16.4|26.3|0.0|50.3|14.1
WAY-100635 maleate|1|30.0|COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1|95|27.3|0.0|0.0|26.2|0.0|22.6|31.1|50.0|0.0|10.6|0.0|38.5|1.4
Wortmannin from Penicillium funiculosum|1|10.0|COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O|96|19.0|78.2|0.0|0.0|68.6|0.0|4.8|21.5|0.0|0.0|48.1|0.0|15.7
YS-035 hydrochloride|1|30.0|COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC|93|21.9|0.0|2.6|10.1|0.0|4.1|37.2|27.1|0.0|14.4|0.0|20.8|0.0
Lificiguat|1|10.0|OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1|74|17.3|0.0|35.2|9.6|47.2|6.1|0.0|25.2|15.6|0.0|2.0|34.9|0.0
Lificiguat|1|30.0|OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1|79|29.2|0.0|26.3|0.0|49.9|0.0|47.3|20.8|0.0|9.7|20.9|34.5|0.0
Y-27632 2HCl|1|10.0|C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1|95|5.4|59.5|0.0|0.0|68.4|0.0|2.7|0.0|0.0|0.0|59.4|0.0|6.8
Y-27632 2HCl|1|10.0|C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1|102|13.3|67.7|0.0|0.0|54.7|0.0|18.9|8.8|0.0|0.0|38.0|0.0|20.3
Y-27632 2HCl|1|30.0|C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1|95|19.3|56.2|0.0|0.0|50.4|0.0|19.1|0.0|0.0|0.0|57.3|0.0|0.0
Zimelidine dihydrochloride|1|30.0|CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1|94|39.2|0.0|0.0|61.7|0.0|66.2|32.3|78.5|18.3|44.2|0.0|65.4|31.1
"Dibucaine hydrochloride, Cinchocaine ;hydrochloride"|2|10.0|CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1|98|17.1|0.0|0.0|76.8|0.0|74.4|9.0|87.8|39.9|49.2|0.0|72.5|50.9
Englerin A|2|10.0|CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]1CC[C@@H](C)[C@H]1[C@@H]2OC(=O)/C=C/c1ccccc1|100|24.0|2.3|0.0|7.0|0.0|0.0|38.3|27.0|0.0|9.3|0.9|19.1|0.0
Englerin A|2|30.0|CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]1CC[C@@H](C)[C@H]1[C@@H]2OC(=O)/C=C/c1ccccc1|100|23.7|14.9|0.0|14.1|16.1|7.8|29.5|43.2|0.0|9.2|1.6|28.8|0.0
Englerin A|2|50.0|CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]1CC[C@@H](C)[C@H]1[C@@H]2OC(=O)/C=C/c1ccccc1|70|42.8|27.2|0.0|28.8|5.2|23.3|35.5|50.4|1.1|32.2|0.0|41.4|30.6
Spiramycin I,Spiramycin II and, Spiramycin III|1|3.0|CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC2CCC(N(C)C)C(C)O2)[C@H](C)C[C@H](CC=O)[C@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@H]1OC|95|5.4|0.7|0.0|46.0|13.1|40.4|8.6|77.0|0.0|15.9|0.0|54.8|33.6
Spiramycin I,Spiramycin II and, Spiramycin III|1|10.0|CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC2CCC(N(C)C)C(C)O2)[C@H](C)C[C@H](CC=O)[C@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@H]1OC|99|35.4|0.0|0.0|60.5|0.0|60.1|10.3|91.9|18.9|24.2|0.0|60.1|34.6
Spiramycin I,Spiramycin II and, Spiramycin III|1|30.0|CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC2CCC(N(C)C)C(C)O2)[C@H](C)C[C@H](CC=O)[C@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@H]1OC|93|67.5|0.0|0.0|64.6|0.0|62.5|2.5|89.3|23.0|33.3|0.0|62.0|34.3
Epiblastin A|1|10.0|Nc1nc(N)c2nc(-c3cccc(Cl)c3)c(N)nc2n1|92|14.0|66.1|0.0|0.0|75.2|0.0|0.0|9.7|0.0|0.0|50.8|0.0|25.1
Epiblastin A|1|30.0|Nc1nc(N)c2nc(-c3cccc(Cl)c3)c(N)nc2n1|79|77.4|0.0|0.0|72.0|0.0|70.4|0.0|82.4|43.6|50.2|0.0|68.3|52.8
