Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
Cyclopamine, V. californicum|1|10.0|CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C|97|20.4|0.0|0.0|59.2|0.0|59.7|9.7|82.9|25.6|9.3|0.0|61.0|22.8
CI-1040|2|2.0|O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl|93|7.1|58.7|13.2|0.0|80.5|0.0|0.0|0.0|0.0|0.0|80.4|0.0|0.0
CI-1040|3|6.0|O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl|95|14.2|67.8|4.7|0.0|83.2|0.0|17.5|0.0|0.0|0.0|80.1|0.0|0.0
CI-1040|3|10.0|O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl|101|15.9|70.5|0.5|0.0|86.5|0.0|6.5|0.0|0.0|0.0|87.4|0.0|0.0
Pipinib|2|10.0|COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1|101|10.2|0.0|0.0|60.6|0.0|57.0|30.3|77.7|17.1|29.3|0.0|60.6|49.7
Pipinib|2|10.0|COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1|98|38.3|0.0|0.0|59.1|0.0|64.6|28.2|79.9|21.7|28.8|0.0|62.0|34.9
Pipinib|2|30.0|COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1|91|65.3|0.0|0.0|84.9|0.0|82.7|17.0|93.1|43.7|51.9|0.0|75.3|63.6
Pipinib|2|50.0|COC(=O)c1ccc(Nc2nc(NC(C)C)nc3ccsc23)cc1|78|76.2|0.0|0.0|83.3|0.0|80.4|25.5|91.2|42.1|53.5|0.0|76.7|68.0
Smoothib|2|10.0|Cc1ccc(Cn2[nH]cc3nc(-c4ccc(N5CCN(C(=O)CCc6c[nH]c7ccccc67)CC5)cc4)nc2-3)cc1|90|34.5|0.0|0.0|51.1|0.0|57.2|35.8|67.7|13.5|20.7|0.0|53.6|19.5
Smoothib|2|30.0|Cc1ccc(Cn2[nH]cc3nc(-c4ccc(N5CCN(C(=O)CCc6c[nH]c7ccccc67)CC5)cc4)nc2-3)cc1|109|5.5|0.0|0.0|64.2|0.0|62.8|33.2|76.7|24.0|26.9|0.0|63.5|30.7
Smoothib|2|50.0|Cc1ccc(Cn2[nH]cc3nc(-c4ccc(N5CCN(C(=O)CCc6c[nH]c7ccccc67)CC5)cc4)nc2-3)cc1|88|8.1|0.0|0.0|77.9|0.0|77.0|34.7|77.4|39.6|55.5|0.0|73.8|48.3
PD 407824|2|10.0|O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21|58|28.2|30.4|0.0|42.1|0.0|49.5|53.9|55.6|26.5|27.9|0.0|60.4|60.7
Sal003|2|6.0|O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl|83|23.0|33.4|0.0|28.3|0.0|18.3|54.2|39.0|1.2|19.3|0.0|44.4|44.0
Sal003|2|10.0|O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl|89|62.9|4.3|0.0|33.1|0.0|30.6|36.3|48.0|20.1|35.0|0.0|46.8|19.3
Sal003|3|3.0|O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl|88|5.5|17.2|0.0|22.6|0.0|25.8|55.8|16.5|10.8|30.1|0.0|30.0|31.4
Sal003|3|10.0|O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl|53|81.7|0.0|0.0|73.1|0.0|74.2|28.6|73.9|49.8|56.8|0.0|75.7|47.2
Sal003|3|10.0|O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccc(Cl)cc1)C(Cl)(Cl)Cl|78|47.0|13.5|0.0|24.6|0.0|26.1|42.0|41.9|21.0|32.3|0.0|43.0|22.1
TG100-115|2|0.2|Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1|88|6.6|37.2|0.0|0.0|35.8|0.0|0.0|0.0|0.0|0.0|53.3|0.0|0.0
Lipoxygenin|2|30.0|COc1ncccc1-c1cnc(OC)c(C(O)c2ccc3ccccc3c2)c1OC|96|9.2|0.0|0.0|48.0|0.0|49.1|34.2|57.8|33.0|7.5|0.0|49.9|30.8
Lipoxygenin|2|50.0|COc1ncccc1-c1cnc(OC)c(C(O)c2ccc3ccccc3c2)c1OC|84|28.3|0.0|0.0|70.4|0.0|69.9|40.1|86.5|31.2|38.4|0.0|72.4|57.0
Methotrexate|2|2.0|CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1|83|42.0|69.6|2.7|0.0|95.6|0.0|5.8|0.0|0.0|0.0|80.0|0.0|0.0
Ouabain (Octahydrate)|2|0.2|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O|61|55.8|43.9|0.0|0.0|28.8|7.7|3.9|0.0|44.4|24.4|16.8|0.0|40.4
Ouabain (Octahydrate)|2|0.2|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O|68|48.5|42.5|0.0|0.0|35.9|0.5|5.5|0.0|42.3|25.5|21.2|0.0|34.9
Ouabain (Octahydrate)|2|0.6|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O|54|49.9|0.0|0.0|57.6|0.0|61.5|10.4|37.0|86.7|51.9|0.0|60.0|57.9
Ouabain (Octahydrate)|2|0.6|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O|55|50.8|0.0|0.0|58.7|0.0|64.3|3.4|38.7|88.3|48.2|0.0|58.0|59.9
Ouabain (Octahydrate)|2|2.0|C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O|53|61.8|0.0|0.0|67.1|0.0|74.4|9.0|33.7|92.8|53.2|0.0|67.9|54.2
5-Azacytidine|2|10.0|Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1|66|27.1|17.1|21.8|0.0|69.3|0.0|0.0|0.0|4.7|4.2|32.2|13.0|2.8
|1|10.0|O=C(Nc1cccnc1)N1Cc2cccc(c2)CN(S(=O)(=O)C(F)(F)F)CC/C=C/C[C@@H]1CO|82|40.6|53.0|25.8|0.0|89.6|0.0|9.5|0.0|0.0|0.0|94.0|0.0|0.0
SB 216641|1|1.0|COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1OCCN(C)C|94|44.7|0.0|0.0|78.2|0.0|74.7|4.2|90.3|39.4|52.0|0.0|72.1|39.2
PYR-41|2|2.0|CCOC(=O)c1ccc(N2NC(=O)/C(=C/c3ccc([N+](=O)[O-])o3)C2=O)cc1|100|30.4|86.3|0.0|0.0|69.9|0.0|22.2|0.0|0.0|0.0|72.6|0.0|0.0
Autogramin-1|1|10.0|CCCn1c(=O)[nH]c2cc(C(=O)Nc3nc4c(s3)CN(C(=O)OC(C)(C)C)CC4)ccc2c1=O|78|13.6|3.3|0.0|54.6|0.0|50.0|29.7|71.0|25.7|24.8|0.0|70.1|57.8
|1|30.0|C=C(C)[C@@H]1CO/C(=C2/C(=O)N(Cc3ccccc3)c3ccccc32)[C@H]1c1ccccc1|103|16.6|4.7|0.0|43.6|0.0|43.2|61.7|53.5|13.8|37.9|0.0|56.6|38.0
|1|50.0|C=C(C)[C@@H]1CO/C(=C2/C(=O)N(Cc3ccccc3)c3ccccc32)[C@H]1c1ccccc1|101|21.1|6.3|0.0|56.5|0.0|50.5|53.0|61.7|16.0|46.2|0.0|65.3|45.0
SAG|1|3.0|CN[C@H]1CC[C@H](N(Cc2cccc(-c3ccncc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1|97|43.9|0.0|0.0|72.3|0.0|71.8|9.0|95.9|32.1|35.3|0.0|67.0|41.7
Spautin-1|2|6.0|Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1|94|7.1|39.9|32.5|0.0|82.8|0.0|15.4|0.0|0.0|0.0|81.1|0.0|0.0
Spautin-1|2|10.0|Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1|96|6.2|23.1|29.3|0.0|77.4|0.0|6.3|0.0|0.0|0.0|51.7|0.0|0.0
MK-2206 (dihydrochloride)|1|10.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|94|66.7|0.0|0.0|70.1|0.0|68.4|13.9|92.4|29.0|30.9|0.0|66.4|46.8
MK-2206 (dihydrochloride)|2|0.2|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|96|5.7|78.6|0.0|0.0|80.1|0.0|27.3|0.0|0.0|0.0|69.2|0.0|8.1
MK-2206 (dihydrochloride)|2|2.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|97|25.7|70.4|0.0|2.7|45.4|7.0|27.6|51.9|0.0|0.0|29.8|7.1|26.0
MK-2206 (dihydrochloride)|2|2.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|94|20.4|32.9|0.0|43.8|21.7|38.7|26.6|76.4|3.5|20.2|0.0|51.4|49.9
MK-2206 (dihydrochloride)|3|1.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|97|18.3|73.6|0.0|0.0|49.8|0.0|35.3|32.0|0.0|0.0|43.4|0.0|16.2
MK-2206 (dihydrochloride)|3|3.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|98|36.8|35.2|0.0|48.4|3.1|52.5|33.8|81.2|10.5|28.6|0.0|48.9|53.7
MK-2206 (dihydrochloride)|3|10.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|92|83.6|0.0|0.0|73.0|0.0|67.9|12.5|82.9|31.5|56.0|0.0|76.1|54.7
MK-2206 (dihydrochloride)|3|10.0|NC1(c2ccc(-c3nc4ccn5c(O)nnc5c4cc3-c3ccccc3)cc2)CCC1|89|71.8|0.0|0.0|72.1|0.0|70.3|14.1|91.3|32.1|37.2|0.0|69.8|48.9
Autophinib|1|1.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|87|39.2|0.0|14.9|52.7|0.0|46.5|17.5|51.6|16.0|52.4|0.0|66.1|33.8
Autophinib|1|3.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|77|76.3|0.0|19.0|47.0|2.5|40.8|15.4|52.6|12.3|54.4|0.0|69.2|31.5
Autophinib|1|10.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|66|60.3|0.0|2.8|60.6|0.0|57.5|27.2|53.9|42.1|60.7|0.0|82.3|48.2
Autophinib|1|10.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|66|56.6|0.0|42.1|25.9|30.5|25.3|18.0|41.6|0.0|41.6|0.0|52.3|12.5
Autophinib|1|30.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|63|56.1|0.0|0.0|66.1|0.0|65.6|19.4|78.2|47.1|29.1|0.0|71.2|50.1
Autophinib|1|50.0|Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)[nH]n1|58|55.3|0.0|0.0|66.6|0.0|64.7|25.8|79.9|42.2|36.2|0.0|76.9|54.2
PI-103|1|1.0|Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1|85|27.8|80.3|0.0|0.0|42.9|0.0|25.9|12.8|0.0|0.0|42.0|0.0|25.4
PI-103|1|3.0|Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1|86|50.8|80.1|0.0|15.2|18.0|19.8|23.1|42.4|0.1|1.9|15.5|9.4|56.8
PI-103|1|10.0|Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1|88|52.8|9.2|0.0|65.9|0.0|64.8|11.3|86.6|30.7|21.1|0.0|61.4|58.7
PI-103|2|0.2|Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1|95|13.6|68.4|0.0|0.0|44.8|0.0|0.0|0.0|0.0|0.0|58.0|0.0|0.0
PI-103|2|2.0|Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1|100|20.0|89.5|0.0|0.0|64.5|0.0|25.1|7.6|0.0|0.0|51.3|0.0|35.6
Purmorphamine|1|10.0|c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1|102|46.5|0.0|0.0|74.7|0.0|77.3|37.8|63.5|34.6|61.0|0.0|63.7|66.8
Purmorphamine|2|1.0|c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1|112|6.4|6.9|0.0|0.0|0.0|0.0|26.6|9.4|0.0|0.0|18.1|2.3|0.0
Purmorphamine|2|3.0|c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1|94|5.2|0.0|0.0|17.3|0.0|20.1|20.4|21.6|20.6|11.6|0.0|2.1|0.0
Purmorphamine|2|10.0|c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1|94|61.0|0.0|0.0|72.3|0.0|77.5|43.4|64.8|32.7|65.7|0.0|64.0|65.5
DMH-1|1|10.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|97|16.2|0.0|0.0|72.2|0.0|67.2|33.6|68.7|40.8|50.5|0.0|77.4|47.2
DMH-1|2|10.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|91|45.9|0.0|0.0|66.5|0.0|62.9|45.5|73.7|21.6|45.9|0.0|75.4|53.7
DMH-1|2|10.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|97|19.7|0.0|0.0|69.6|0.0|67.3|43.5|70.2|29.2|59.9|0.0|74.0|57.2
DMH-1|3|2.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|99|11.4|0.0|0.0|51.1|0.0|45.4|49.8|53.6|8.8|49.2|0.0|60.5|36.0
DMH-1|3|6.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|87|33.7|0.0|0.0|73.9|0.0|71.5|44.6|73.0|37.3|59.6|0.0|79.3|48.4
DMH-1|3|10.0|CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1|98|26.8|0.0|0.0|52.5|0.0|48.1|50.3|50.8|20.0|57.7|0.0|57.4|36.9
Forskolin|2|2.0|C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C|101|23.3|0.9|0.0|60.0|0.0|54.2|34.4|71.8|9.0|51.5|0.0|65.3|49.3
A-769662|4|0.2|N#Cc1c(O)nc2scc(-c3ccc(-c4ccccc4O)cc3)c2c1O|96|36.4|0.0|0.0|82.2|0.0|75.8|18.1|72.7|40.7|75.3|0.0|77.4|68.8
A-769662|4|2.0|N#Cc1c(O)nc2scc(-c3ccc(-c4ccccc4O)cc3)c2c1O|75|12.1|10.3|0.0|48.0|0.0|57.7|47.2|50.6|47.5|23.6|0.0|57.2|54.3
WHI-P154|1|10.0|COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC|97|37.1|83.5|0.0|0.0|64.5|0.0|26.8|0.0|0.0|0.0|46.4|0.0|15.3
WHI-P154|3|2.0|COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC|93|14.2|70.1|12.8|0.0|91.0|0.0|29.3|0.0|0.0|0.0|82.0|0.0|0.0
PD173074|2|2.0|CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1|92|24.2|0.0|0.0|61.4|0.0|63.6|12.6|89.7|29.5|23.2|0.0|53.7|25.2
Dexamethasone|1|10.0|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO|100|7.1|65.1|0.0|0.0|73.1|0.0|0.0|0.0|0.0|0.0|80.8|0.0|0.0
PD0325901|1|10.0|O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F|101|12.3|45.8|8.5|0.0|77.0|0.0|8.2|0.0|0.0|0.0|71.6|0.0|0.0
SB 203580|1|10.0|CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1|96|6.9|46.0|0.0|7.9|15.6|11.5|31.9|29.8|0.0|7.6|0.0|17.8|29.9
AM580|1|10.0|CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21|100|7.1|0.0|0.0|41.8|0.0|38.0|0.0|33.0|22.6|38.6|0.0|41.2|28.9
CD437|1|10.0|O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1|74|31.1|65.7|0.0|0.0|92.4|0.0|1.8|0.0|0.0|0.0|63.2|0.0|0.2
EC 23|1|10.0|CC1(C)CCC(C)(C)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21|94|6.7|10.7|0.0|33.2|0.0|33.4|5.0|24.6|8.1|41.2|0.0|30.4|42.6
Y-27632 dihydrochloride|1|10.0|C[C@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1|97|5.5|49.7|0.0|0.0|43.6|0.0|28.1|21.0|0.0|0.7|31.5|0.0|9.3
SR 3677 dihydrochloride|1|10.0|CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1|88|33.5|0.0|0.0|59.6|0.0|72.1|26.3|75.3|41.7|31.3|0.0|53.4|48.6
GSK429286A|2|2.0|CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1|102|15.4|71.1|0.0|0.0|66.3|0.0|13.2|0.0|0.0|0.0|60.5|0.0|10.5
GSK429286A|3|2.0|CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1|97|16.8|59.5|0.0|0.0|52.3|0.0|23.1|3.7|0.0|0.0|44.0|0.0|15.5
GSK429286A|4|2.0|CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1|98|15.5|54.4|0.0|0.0|42.2|0.0|32.2|21.8|0.0|2.8|29.0|0.0|26.2
SB-431542|2|6.0|NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1|98|9.8|0.0|0.0|65.8|0.0|67.5|19.8|43.4|55.5|44.0|0.0|68.0|27.2
SB-431542|2|10.0|NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1|105|8.8|0.0|0.0|52.7|0.0|52.5|23.9|36.4|47.4|40.3|0.0|55.2|12.7
GW788388|2|30.0|O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1|96|11.6|0.0|0.0|59.6|0.0|58.7|47.6|79.9|15.9|38.9|0.0|67.4|46.6
GW788388|2|50.0|O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1|98|29.5|9.3|0.0|58.3|0.0|58.8|56.8|76.1|9.4|48.1|0.0|65.9|55.9
ID-8|1|10.0|COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1|96|8.3|10.8|46.2|0.0|74.0|0.0|24.4|3.3|0.0|0.0|38.4|2.1|0.0
8-Bromo-cAMP, sodium salt|1|10.0|Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O|101|5.2|27.8|0.0|21.9|0.0|26.8|53.4|14.6|0.0|50.7|0.0|26.9|51.8
BIO-acetoxime|1|10.0|CC(=O)O/N=C1C(=C2\C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1|74|46.6|32.6|0.0|29.8|0.0|24.7|68.4|36.6|10.6|41.0|0.0|52.7|50.1
CHIR-99021|1|10.0|Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1|93|74.6|0.0|0.3|73.5|0.0|70.1|24.3|65.5|38.7|66.4|0.0|79.3|44.2
CHIR-99021|2|1.0|Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1|100|6.6|0.0|3.1|58.5|0.0|49.4|0.0|31.0|52.7|53.1|0.0|61.1|23.0
CHIR-99021|2|3.0|Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1|105|55.4|0.0|6.3|79.1|0.0|73.7|0.0|57.1|52.6|70.3|0.0|77.0|41.3
CHIR-99021|2|10.0|Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1|87|69.9|0.0|0.0|60.9|0.0|57.3|35.9|57.5|22.8|66.3|0.0|72.9|42.6
CHIR-99021|2|10.0|Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1|97|70.8|0.0|0.0|70.1|0.0|66.9|25.5|61.2|37.8|64.1|0.0|76.7|42.5
Ceramide|1|10.0|CCCCCCCCCCCCC/C=C/[C@H](O)[C@H](CO)NC(C)=O|106|10.4|0.0|0.0|83.1|0.0|81.5|13.8|76.9|45.2|62.5|0.0|67.9|74.0
Neurodazine|1|10.0|COc1ccc(-c2nc(-c3ccc(-c4cccc(Cl)c4)o3)[nH]c2-c2ccc(OC)cc2)cc1|97|31.8|0.0|0.0|55.1|0.0|56.4|30.0|61.1|6.4|38.5|0.0|59.4|34.5
IQ 1|1|10.0|CC(=O)c1ccc(/N=N/C(C(N)=O)=C2/NC(C)(C)Cc3ccccc32)cc1|88|30.7|69.0|0.0|0.0|91.5|0.0|9.5|0.0|0.0|0.0|89.6|0.0|0.0
Thiazovivin|1|10.0|O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1|89|29.5|14.7|0.0|36.6|0.0|57.2|48.7|45.6|26.7|44.2|0.0|34.0|50.3
Thiazovivin|2|2.0|O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1|98|15.5|66.1|0.0|0.0|55.9|0.0|26.1|2.6|0.0|8.2|38.6|0.0|27.6
Thiazovivin|3|2.0|O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1|97|6.6|41.8|0.0|0.0|20.5|5.4|49.0|24.1|0.0|0.0|20.4|0.0|15.7
Thiazovivin|3|6.0|O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1|94|16.2|7.4|0.0|29.0|0.0|48.1|29.0|39.5|31.8|12.8|0.0|22.2|32.9
Thiazovivin|3|10.0|O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1|97|28.8|0.0|0.0|40.7|0.0|61.4|19.4|37.6|42.4|24.6|0.0|28.3|33.4
RepSox|1|10.0|Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1|98|5.0|0.0|47.5|21.3|3.1|20.1|15.9|26.8|9.5|25.1|0.0|47.6|0.0
RepSox|3|10.0|Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1|98|19.2|0.0|0.0|62.6|0.0|60.8|18.5|76.5|25.0|36.0|0.0|68.8|50.5
RepSox|4|2.0|Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1|98|9.2|0.0|16.1|52.1|0.0|53.8|15.1|23.8|44.2|46.4|0.0|61.3|24.3
RepSox|4|6.0|Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1|100|10.4|0.0|22.4|55.0|0.0|55.4|23.0|47.7|30.3|51.5|0.0|68.7|27.6
Ponatinib|2|0.2|Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12|95|28.5|74.8|0.0|0.0|42.2|0.0|58.5|28.2|0.0|0.0|27.3|9.0|29.2
Ponatinib|2|2.0|Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12|63|64.6|0.0|0.0|83.3|0.0|79.6|28.3|93.3|46.4|50.7|0.0|81.5|58.9
Ponatinib|3|1.0|Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12|75|38.9|20.6|0.0|50.6|0.0|47.7|50.4|70.8|11.5|30.6|0.0|65.0|53.8
Ponatinib|4|1.0|Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12|73|69.3|0.0|0.0|70.6|0.0|71.1|34.6|74.0|33.0|61.8|0.0|73.1|44.8
GANT 58|2|10.0|c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1|99|7.6|35.8|17.2|0.0|71.3|0.0|0.0|0.0|0.0|0.0|83.0|0.0|0.0
(±)-Blebbistatin|1|10.0|Cc1ccc2c(c1)C(=O)C1(O)CCN(c3ccccc3)C1=N2|93|7.3|0.0|11.9|0.0|14.5|12.8|33.9|14.6|0.0|5.4|12.8|4.8|0.0
